Dataset,Strategy,Scenario,Parameters,Local_Modified_Traces,Total_Modified_Traces,Fitness,Precision,Generalization,Simplicity
sepsis,REPAIR,repaired_isolated_Sub435,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3079,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub166,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3076,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub954,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3075,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub465,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3078,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub918,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.308,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub143,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3079,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub308,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3081,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub499,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3074,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub403,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3082,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub392,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3078,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub264,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3076,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub322,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3078,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub395,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3077,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub953,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3082,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub947,freq_sorted+similarity_sorted+ged_sorted,0,0,0.7074,0.3073,0.9518,0.6842
