Dataset,Strategy,Scenario,Parameters,Local_Modified_Traces,Total_Modified_Traces,Fitness,Precision,Generalization,Simplicity
sepsis,REPAIR,repaired_isolated_Sub507,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3077,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub395,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3085,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub52,similarity_sorted+ged_sorted+freq_sorted,37,37,0.7067,0.3072,0.9519,0.6842
sepsis,REPAIR,repaired_isolated_Sub918,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.308,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub281,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub166,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.308,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub353,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3082,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub257,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3077,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub518,similarity_sorted+ged_sorted+freq_sorted,1,1,0.7074,0.3079,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub120,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3085,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub512,similarity_sorted+ged_sorted+freq_sorted,8,8,0.7075,0.308,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub327,similarity_sorted+ged_sorted+freq_sorted,2,2,0.7075,0.3078,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub341,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3073,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub148,similarity_sorted+ged_sorted+freq_sorted,13,13,0.7076,0.308,0.9519,0.6842
sepsis,REPAIR,repaired_isolated_Sub149,similarity_sorted+ged_sorted+freq_sorted,2,2,0.7074,0.3079,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub403,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3085,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub183,similarity_sorted+ged_sorted+freq_sorted,17,17,0.7069,0.3085,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub143,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3082,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub392,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3082,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub954,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3081,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub94,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3084,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub948,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub961,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.308,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub35,similarity_sorted+ged_sorted+freq_sorted,62,62,0.7103,0.3088,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub22,similarity_sorted+ged_sorted+freq_sorted,905,905,0.7074,0.2959,0.9505,0.6842
sepsis,REPAIR,repaired_isolated_Sub16,similarity_sorted+ged_sorted+freq_sorted,489,489,0.7217,0.308,0.9511,0.6842
sepsis,REPAIR,repaired_isolated_Sub9,similarity_sorted+ged_sorted+freq_sorted,318,318,0.719,0.3086,0.9513,0.6842
sepsis,REPAIR,repaired_isolated_Sub925,similarity_sorted+ged_sorted+freq_sorted,0,0,0.7074,0.3077,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub80,similarity_sorted+ged_sorted+freq_sorted,135,135,0.7123,0.3101,0.9519,0.6842
sepsis,REPAIR,repaired_isolated_Sub62,similarity_sorted+ged_sorted+freq_sorted,129,129,0.7074,0.3041,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub219,similarity_sorted+ged_sorted+freq_sorted,43,43,0.7052,0.3043,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub106,similarity_sorted+ged_sorted+freq_sorted,20,20,0.7076,0.3104,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub72,similarity_sorted+ged_sorted+freq_sorted,306,306,0.7103,0.3137,0.9513,0.6842
sepsis,REPAIR,repaired_isolated_Sub123,similarity_sorted+ged_sorted+freq_sorted,3,3,0.7073,0.3084,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub14,similarity_sorted+ged_sorted+freq_sorted,501,501,0.7158,0.3008,0.949,0.6842
sepsis,REPAIR,repaired_isolated_Sub42,similarity_sorted+ged_sorted+freq_sorted,184,184,0.7235,0.3128,0.952,0.6842
sepsis,REPAIR,repaired_isolated_Sub39,similarity_sorted+ged_sorted+freq_sorted,74,74,0.7053,0.3055,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub60,similarity_sorted+ged_sorted+freq_sorted,87,87,0.7074,0.3081,0.9519,0.6842
