Dataset,Strategy,Scenario,Parameters,Local_Modified_Traces,Total_Modified_Traces,Fitness,Precision,Generalization,Simplicity
sepsis,REPAIR,repaired_isolated_Sub94,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3075,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub948,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3074,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub961,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3077,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub35,ged_sorted+similarity_sorted+freq_sorted,62,62,0.7103,0.3087,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub22,ged_sorted+similarity_sorted+freq_sorted,905,905,0.7074,0.2962,0.9505,0.6842
sepsis,REPAIR,repaired_isolated_Sub16,ged_sorted+similarity_sorted+freq_sorted,489,489,0.7217,0.3075,0.9511,0.6842
sepsis,REPAIR,repaired_isolated_Sub9,ged_sorted+similarity_sorted+freq_sorted,318,318,0.719,0.3084,0.9513,0.6842
sepsis,REPAIR,repaired_isolated_Sub80,ged_sorted+similarity_sorted+freq_sorted,135,135,0.7123,0.3099,0.9519,0.6842
sepsis,REPAIR,repaired_isolated_Sub62,ged_sorted+similarity_sorted+freq_sorted,129,129,0.7074,0.3047,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub219,ged_sorted+similarity_sorted+freq_sorted,43,43,0.7052,0.3049,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub106,ged_sorted+similarity_sorted+freq_sorted,20,20,0.7076,0.3106,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub72,ged_sorted+similarity_sorted+freq_sorted,306,306,0.7103,0.3133,0.9513,0.6842
sepsis,REPAIR,repaired_isolated_Sub123,ged_sorted+similarity_sorted+freq_sorted,3,3,0.7073,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub14,ged_sorted+similarity_sorted+freq_sorted,501,501,0.7158,0.3007,0.949,0.6842
sepsis,REPAIR,repaired_isolated_Sub42,ged_sorted+similarity_sorted+freq_sorted,184,184,0.7235,0.3128,0.952,0.6842
sepsis,REPAIR,repaired_isolated_Sub39,ged_sorted+similarity_sorted+freq_sorted,74,74,0.7053,0.3049,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub60,ged_sorted+similarity_sorted+freq_sorted,87,87,0.7074,0.3083,0.9519,0.6842
sepsis,REPAIR,repaired_isolated_Sub331,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub549,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3078,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub938,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3081,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub222,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub261,ged_sorted+similarity_sorted+freq_sorted,1,1,0.7074,0.3081,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub264,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub7,ged_sorted+similarity_sorted+freq_sorted,205,205,0.7016,0.3153,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub322,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3081,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub212,ged_sorted+similarity_sorted+freq_sorted,2,2,0.7073,0.3084,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub465,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3082,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub513,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.308,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub507,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3077,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub257,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3079,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub925,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub918,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3071,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub954,ged_sorted+similarity_sorted+freq_sorted,0,0,0.7074,0.3083,0.9518,0.6842
sepsis,REPAIR,repaired_isolated_Sub518,ged_sorted+similarity_sorted+freq_sorted,1,1,0.7074,0.3081,0.9518,0.6842
